rl_p,lane_busyness,does_amb_change,start_pos,amb_travel_time
0.0,0.7,True,middle,71.59
0.1,0.7,True,middle,71.78
0.2,0.7,True,middle,72.23
0.30000000000000004,0.7,True,middle,72.23
0.4,0.7,True,middle,72.1
0.5,0.7,True,middle,72.65
0.6000000000000001,0.7,True,middle,72.42
0.7000000000000001,0.7,True,middle,73.24
0.8,0.7,True,middle,72.98
0.9,0.7,True,middle,73.11
1.0,0.7,True,middle,73.43
