rl_p,lane_busyness,does_amb_change,start_pos,amb_travel_time
0.0,0.5,True,middle,69.93
0.1,0.5,True,middle,69.64
0.2,0.5,True,middle,69.83
0.30000000000000004,0.5,True,middle,69.65
0.4,0.5,True,middle,69.35
0.5,0.5,True,middle,70.0
0.6000000000000001,0.5,True,middle,69.88
0.7000000000000001,0.5,True,middle,69.38
0.8,0.5,True,middle,70.6
0.9,0.5,True,middle,69.58
1.0,0.5,True,middle,69.24
