rl_p,lane_busyness,does_amb_change,start_pos,amb_travel_time
0.0,0.3,False,middle,69.64
0.1,0.3,False,middle,68.91
0.2,0.3,False,middle,67.4
0.30000000000000004,0.3,False,middle,66.72
0.4,0.3,False,middle,65.62
0.5,0.3,False,middle,65.02
0.6000000000000001,0.3,False,middle,65.16
0.7000000000000001,0.3,False,middle,63.28
0.8,0.3,False,middle,61.7
0.9,0.3,False,middle,58.99
1.0,0.3,False,middle,56.27
