rl_p,lane_busyness,does_amb_change,start_pos,amb_travel_time
0.0,0.1,False,middle,60.87
0.0,0.2,False,middle,66.71
0.0,0.30000000000000004,False,middle,68.56
0.0,0.4,False,middle,70.18
0.0,0.5,False,middle,71.43
0.0,0.6,False,middle,71.97
0.0,0.7000000000000001,False,middle,72.46
0.0,0.8,False,middle,72.89
0.0,0.9,False,middle,73.48
0.0,1.0,False,middle,74.0
