Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-15.0,-10.0
0.0,-15.0,-45.0,-10.0
-5.0,-5.0,-15.0,-5.0
0.0,5.0,-30.0,5.0
-5.0,-25.0,-30.0,-25.0
11.0,255.0,235.0,478.0
-480.0,-232.0,-241.0,0.0
