Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-15.0,-10.0
0.0,-15.0,-40.0,-10.0
-5.0,0.0,-10.0,-5.0
0.0,5.0,-30.0,5.0
-5.0,-20.0,-30.0,-25.0
9.0,242.0,231.0,452.0
-454.0,-219.0,-229.0,0.0
