Change Lane,Accelerate,Decelerate,Do no thing
0.0,0.0,-5.0,-10.0
0.0,-5.0,-15.0,-5.0
-5.0,0.0,-5.0,0.0
0.0,5.0,-15.0,0.0
-5.0,-15.0,-15.0,-10.0
5.0,107.0,113.0,191.0
-183.0,-87.0,-84.0,0.0
