Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-140.0,-30.0
-10.0,-30.0,-95.0,-100.0
-10.0,-30.0,-115.0,-60.0
-5.0,-75.0,-110.0,-140.0
37.0,1039.0,981.0,2075.0
-2073.0,-1076.0,-1010.0,-12.0
