Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-10.0,-10.0
0.0,-10.0,-20.0,-10.0
-5.0,5.0,-10.0,5.0
0.0,5.0,-20.0,5.0
-5.0,-15.0,-20.0,-15.0
7.0,158.0,156.0,293.0
-273.0,-134.0,-137.0,0.0
