Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-30.0,-90.0,-15.0
-5.0,-15.0,-50.0,-35.0
-5.0,-30.0,-60.0,-20.0
-5.0,-45.0,-45.0,-55.0
17.0,519.0,480.0,973.0
-956.0,-523.0,-485.0,-6.0
