Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-20.0,-10.0
0.0,-15.0,-45.0,-15.0
-5.0,-5.0,-15.0,-10.0
0.0,-5.0,-30.0,0.0
-5.0,-25.0,-30.0,-25.0
11.0,275.0,247.0,502.0
-499.0,-240.0,-252.0,0.0
