Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-30.0,-90.0,-15.0
-5.0,-10.0,-55.0,-50.0
-5.0,-30.0,-65.0,-20.0
-5.0,-45.0,-45.0,-55.0
18.0,544.0,512.0,1036.0
-1047.0,-568.0,-516.0,-6.0
