Change Lane,Accelerate,Decelerate,Do no thing
0.0,0.0,0.0,-10.0
0.0,0.0,-20.0,0.0
0.0,-5.0,-10.0,0.0
0.0,0.0,-15.0,-5.0
0.0,-15.0,-10.0,0.0
1.0,78.0,54.0,148.0
-155.0,-71.0,-74.0,0.0
