Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-30.0,-90.0,-15.0
-5.0,-15.0,-50.0,-35.0
-5.0,-30.0,-60.0,-15.0
-5.0,-45.0,-45.0,-55.0
17.0,502.0,464.0,947.0
-930.0,-519.0,-475.0,-6.0
