Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-30.0,-10.0
0.0,-30.0,-100.0,-20.0
-5.0,-15.0,-55.0,-50.0
-5.0,-30.0,-65.0,-30.0
-5.0,-45.0,-45.0,-75.0
21.0,623.0,586.0,1194.0
-1189.0,-635.0,-575.0,-7.0
