Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-135.0,-30.0
-10.0,-25.0,-90.0,-100.0
-10.0,-30.0,-115.0,-55.0
-5.0,-70.0,-110.0,-125.0
34.0,980.0,930.0,1943.0
-1952.0,-1016.0,-951.0,-11.0
