Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-20.0,-10.0
0.0,-20.0,-50.0,-15.0
-5.0,-5.0,-15.0,-15.0
-5.0,-10.0,-35.0,0.0
-5.0,-35.0,-25.0,-25.0
13.0,311.0,280.0,568.0
-566.0,-285.0,-290.0,-2.0
