Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-130.0,-30.0
-10.0,-25.0,-95.0,-100.0
-10.0,-30.0,-115.0,-55.0
-5.0,-70.0,-110.0,-125.0
32.0,969.0,911.0,1918.0
-1925.0,-1011.0,-944.0,-11.0
