Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-20.0,-55.0,-15.0
-5.0,-5.0,-15.0,-15.0
-5.0,-15.0,-40.0,0.0
-5.0,-35.0,-30.0,-25.0
13.0,331.0,308.0,625.0
-613.0,-311.0,-306.0,-2.0
