Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-25.0,-55.0,-15.0
-5.0,-5.0,-15.0,-15.0
-5.0,-15.0,-45.0,-5.0
-5.0,-35.0,-35.0,-30.0
14.0,355.0,326.0,671.0
-662.0,-341.0,-330.0,-3.0
