Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-30.0,-85.0,-15.0
-5.0,-5.0,-40.0,-25.0
-5.0,-30.0,-55.0,-10.0
-5.0,-40.0,-40.0,-50.0
17.0,460.0,424.0,880.0
-865.0,-479.0,-443.0,-6.0
