Change Lane,Accelerate,Decelerate,Do no thing
0.0,0.0,-5.0,-10.0
0.0,-5.0,-15.0,-10.0
-5.0,0.0,-5.0,0.0
0.0,5.0,-15.0,0.0
-5.0,-15.0,-15.0,-10.0
6.0,119.0,123.0,212.0
-210.0,-105.0,-94.0,0.0
