Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-130.0,-25.0
-10.0,-25.0,-95.0,-95.0
-10.0,-30.0,-115.0,-60.0
-5.0,-70.0,-105.0,-125.0
32.0,963.0,901.0,1890.0
-1900.0,-995.0,-933.0,-11.0
