Change Lane,Accelerate,Decelerate,Do no thing
0.0,-15.0,-35.0,-15.0
0.0,-40.0,-110.0,-25.0
-10.0,-25.0,-85.0,-90.0
-5.0,-25.0,-95.0,-45.0
-5.0,-60.0,-85.0,-120.0
27.0,840.0,785.0,1648.0
-1653.0,-866.0,-826.0,-10.0
