Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-20.0,-55.0,-15.0
-5.0,-5.0,-15.0,-15.0
-5.0,-15.0,-45.0,-5.0
-5.0,-35.0,-35.0,-25.0
14.0,346.0,318.0,646.0
-637.0,-324.0,-318.0,-3.0
