Change Lane,Accelerate,Decelerate,Do no thing
0.0,-15.0,-30.0,-15.0
0.0,-35.0,-105.0,-25.0
-10.0,-15.0,-75.0,-90.0
-5.0,-25.0,-90.0,-40.0
-5.0,-45.0,-70.0,-100.0
24.0,746.0,704.0,1479.0
-1504.0,-789.0,-723.0,-9.0
