Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-135.0,-30.0
-10.0,-25.0,-95.0,-100.0
-10.0,-30.0,-110.0,-70.0
-5.0,-75.0,-110.0,-135.0
37.0,998.0,949.0,1995.0
-2004.0,-1036.0,-978.0,-12.0
