Change Lane,Accelerate,Decelerate,Do no thing
0.0,-25.0,-50.0,-25.0
0.0,-35.0,-145.0,-35.0
-10.0,-30.0,-110.0,-115.0
-10.0,-30.0,-135.0,-85.0
-5.0,-80.0,-125.0,-150.0
43.0,1133.0,1093.0,2303.0
-2341.0,-1199.0,-1139.0,-14.0
