Change Lane,Accelerate,Decelerate,Do no thing
0.0,-25.0,-50.0,-25.0
0.0,-35.0,-145.0,-40.0
-10.0,-30.0,-115.0,-120.0
-10.0,-40.0,-135.0,-90.0
-5.0,-80.0,-145.0,-160.0
43.0,1174.0,1119.0,2403.0
-2431.0,-1261.0,-1208.0,-14.0
