Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-30.0,-90.0,-15.0
-5.0,-15.0,-55.0,-40.0
-5.0,-35.0,-60.0,-20.0
-5.0,-45.0,-45.0,-55.0
18.0,531.0,503.0,1015.0
-1018.0,-555.0,-506.0,-6.0
