Change Lane,Accelerate,Decelerate,Do no thing
0.0,0.0,0.0,-5.0
0.0,0.0,-20.0,0.0
0.0,0.0,-10.0,0.0
0.0,0.0,-15.0,-5.0
0.0,-10.0,-5.0,0.0
0.0,49.0,31.0,101.0
-112.0,-48.0,-44.0,0.0
