Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-25.0,-55.0,-15.0
-5.0,-5.0,-15.0,-20.0
-5.0,-15.0,-45.0,-5.0
-5.0,-35.0,-35.0,-40.0
15.0,366.0,333.0,697.0
-683.0,-360.0,-342.0,-3.0
