Change Lane,Accelerate,Decelerate,Do no thing
0.0,-15.0,-30.0,-15.0
0.0,-35.0,-110.0,-20.0
-5.0,-10.0,-55.0,-70.0
-5.0,-25.0,-80.0,-30.0
-5.0,-50.0,-65.0,-80.0
23.0,680.0,648.0,1330.0
-1346.0,-710.0,-660.0,-7.0
