Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-30.0,-100.0,-15.0
-5.0,-10.0,-55.0,-50.0
-5.0,-30.0,-70.0,-20.0
-5.0,-45.0,-45.0,-55.0
18.0,555.0,520.0,1067.0
-1072.0,-578.0,-528.0,-6.0
