Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-20.0,-10.0
0.0,-20.0,-50.0,-15.0
-5.0,-5.0,-15.0,-15.0
-5.0,-5.0,-35.0,0.0
-5.0,-35.0,-25.0,-25.0
13.0,298.0,268.0,546.0
-541.0,-273.0,-275.0,-2.0
