Change Lane,Accelerate,Decelerate,Do no thing
0.0,-15.0,-35.0,-15.0
0.0,-35.0,-105.0,-25.0
-10.0,-20.0,-85.0,-90.0
-5.0,-25.0,-95.0,-45.0
-5.0,-50.0,-75.0,-105.0
25.0,784.0,744.0,1561.0
-1569.0,-818.0,-757.0,-9.0
