Change Lane,Accelerate,Decelerate,Do no thing
0.0,0.0,0.0,-5.0
0.0,0.0,-20.0,0.0
0.0,0.0,-10.0,0.0
0.0,0.0,-15.0,0.0
0.0,-5.0,-5.0,0.0
0.0,29.0,24.0,70.0
-90.0,-37.0,-37.0,0.0
