Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-135.0,-30.0
-10.0,-25.0,-90.0,-100.0
-10.0,-30.0,-115.0,-60.0
-5.0,-70.0,-110.0,-130.0
36.0,987.0,942.0,1970.0
-1977.0,-1029.0,-963.0,-11.0
