Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-15.0,-10.0
0.0,-15.0,-30.0,-10.0
-5.0,0.0,-10.0,-5.0
0.0,5.0,-30.0,5.0
-5.0,-20.0,-30.0,-20.0
9.0,227.0,219.0,431.0
-427.0,-210.0,-218.0,0.0
