Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-10.0,-10.0
0.0,-15.0,-30.0,-10.0
-5.0,0.0,-10.0,-5.0
0.0,5.0,-30.0,5.0
-5.0,-20.0,-25.0,-20.0
9.0,205.0,190.0,377.0
-376.0,-192.0,-196.0,0.0
