Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-10.0,-10.0
0.0,-15.0,-25.0,-10.0
-5.0,0.0,-10.0,-5.0
0.0,5.0,-30.0,10.0
-5.0,-20.0,-25.0,-20.0
8.0,193.0,178.0,360.0
-347.0,-177.0,-184.0,0.0
