Change Lane,Accelerate,Decelerate,Do no thing
0.0,-25.0,-50.0,-25.0
0.0,-35.0,-145.0,-35.0
-10.0,-30.0,-115.0,-115.0
-10.0,-30.0,-135.0,-90.0
-5.0,-80.0,-125.0,-155.0
43.0,1144.0,1096.0,2340.0
-2364.0,-1209.0,-1152.0,-14.0
