Change Lane,Accelerate,Decelerate,Do no thing
0.0,-25.0,-45.0,-25.0
0.0,-40.0,-140.0,-35.0
-10.0,-30.0,-105.0,-120.0
-10.0,-30.0,-130.0,-85.0
-5.0,-75.0,-115.0,-150.0
41.0,1105.0,1057.0,2215.0
-2226.0,-1139.0,-1081.0,-12.0
