Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-35.0,-20.0
0.0,-40.0,-120.0,-25.0
-10.0,-25.0,-95.0,-90.0
-10.0,-25.0,-100.0,-60.0
-5.0,-60.0,-100.0,-120.0
27.0,886.0,827.0,1747.0
-1752.0,-913.0,-877.0,-10.0
