Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-140.0,-30.0
-10.0,-25.0,-95.0,-100.0
-10.0,-30.0,-110.0,-65.0
-5.0,-75.0,-110.0,-135.0
37.0,1008.0,957.0,2028.0
-2030.0,-1047.0,-988.0,-12.0
