Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-25.0,-75.0,-15.0
-5.0,-5.0,-20.0,-20.0
-5.0,-25.0,-50.0,0.0
-5.0,-35.0,-35.0,-40.0
15.0,391.0,352.0,738.0
-730.0,-391.0,-369.0,-4.0
