Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-30.0,-90.0,-15.0
-5.0,-15.0,-55.0,-35.0
-5.0,-35.0,-60.0,-20.0
-5.0,-45.0,-45.0,-55.0
18.0,523.0,486.0,996.0
-985.0,-542.0,-499.0,-6.0
