Change Lane,Accelerate,Decelerate,Do no thing
0.0,-15.0,-35.0,-15.0
0.0,-35.0,-105.0,-25.0
-10.0,-25.0,-85.0,-90.0
-5.0,-25.0,-90.0,-45.0
-5.0,-55.0,-75.0,-110.0
26.0,800.0,754.0,1577.0
-1592.0,-829.0,-775.0,-10.0
