Change Lane,Accelerate,Decelerate,Do no thing
0.0,0.0,-5.0,-10.0
0.0,0.0,-10.0,-5.0
-5.0,5.0,-5.0,0.0
0.0,5.0,-15.0,0.0
-5.0,-15.0,-15.0,-15.0
5.0,90.0,105.0,170.0
-163.0,-72.0,-69.0,0.0
