Change Lane,Accelerate,Decelerate,Do no thing
0.0,-10.0,-25.0,-10.0
0.0,-25.0,-70.0,-15.0
-5.0,-5.0,-15.0,-20.0
-5.0,-20.0,-45.0,0.0
-5.0,-35.0,-35.0,-40.0
15.0,382.0,345.0,724.0
-702.0,-372.0,-351.0,-3.0
