Change Lane,Accelerate,Decelerate,Do no thing
0.0,-15.0,-30.0,-15.0
0.0,-35.0,-110.0,-20.0
-5.0,-15.0,-55.0,-70.0
-5.0,-25.0,-85.0,-35.0
-5.0,-55.0,-65.0,-80.0
23.0,701.0,667.0,1385.0
-1400.0,-739.0,-678.0,-7.0
