Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-130.0,-25.0
-10.0,-25.0,-95.0,-95.0
-10.0,-30.0,-110.0,-60.0
-5.0,-65.0,-105.0,-120.0
31.0,951.0,891.0,1874.0
-1873.0,-974.0,-923.0,-11.0
