Change Lane,Accelerate,Decelerate,Do no thing
0.0,0.0,0.0,0.0
0.0,0.0,-5.0,0.0
0.0,0.0,-5.0,0.0
0.0,0.0,-10.0,0.0
0.0,-5.0,-5.0,0.0
0.0,12.0,11.0,26.0
-29.0,-5.0,-10.0,0.0
