Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-130.0,-25.0
-10.0,-25.0,-95.0,-95.0
-10.0,-30.0,-110.0,-60.0
-5.0,-65.0,-100.0,-120.0
30.0,942.0,884.0,1852.0
-1836.0,-957.0,-917.0,-11.0
