Change Lane,Accelerate,Decelerate,Do no thing
0.0,-20.0,-40.0,-20.0
0.0,-40.0,-140.0,-30.0
-10.0,-30.0,-95.0,-100.0
-10.0,-30.0,-110.0,-60.0
-5.0,-75.0,-110.0,-135.0
37.0,1024.0,963.0,2049.0
-2054.0,-1066.0,-1000.0,-12.0
