Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-10.0,-10.0
0.0,-10.0,-20.0,-10.0
-5.0,5.0,-10.0,0.0
0.0,5.0,-20.0,5.0
-5.0,-20.0,-20.0,-15.0
7.0,168.0,163.0,308.0
-303.0,-150.0,-157.0,0.0
