Change Lane,Accelerate,Decelerate,Do no thing
0.0,-15.0,-30.0,-15.0
0.0,-35.0,-110.0,-20.0
-5.0,-15.0,-75.0,-85.0
-5.0,-25.0,-90.0,-35.0
-5.0,-50.0,-70.0,-105.0
24.0,734.0,688.0,1460.0
-1479.0,-783.0,-709.0,-8.0
