Change Lane,Accelerate,Decelerate,Do no thing
0.0,-5.0,-10.0,-10.0
0.0,-15.0,-25.0,-10.0
-5.0,5.0,-10.0,-5.0
0.0,5.0,-30.0,10.0
-5.0,-20.0,-25.0,-15.0
7.0,188.0,173.0,339.0
-320.0,-157.0,-165.0,0.0
